state,district,name,party,incumbent,winner,type of contribution,amount,percentage
Oregon,OR02,Alex Spenser,D,False,False,PAC Contributions*,6800,0.32939999999999997
Oregon,OR02,Alex Spenser,D,False,False,Candidate self-financing,13,0.0006
Oregon,OR02,Alex Spenser,D,False,False,Other,75,0.0036
Oregon,OR03,Earl Blumenauer,D,True,True,Small Individual Contributions (≤ $200),131238,0.0724
Oregon,OR03,Earl Blumenauer,D,True,True,Large Individual Contributions,591412,0.3261
Oregon,OR03,Earl Blumenauer,D,True,True,PAC Contributions*,1005837,0.5547
Oregon,OR03,Earl Blumenauer,D,True,True,Candidate self-financing,0,0.0
Oregon,OR03,Earl Blumenauer,D,True,True,Other,84877,0.046799999999999994
Oregon,OR03,Joanna Harbour,R,False,False,Small Individual Contributions (≤ $200),2489,0.1408
Oregon,OR03,Joanna Harbour,R,False,False,Large Individual Contributions,9830,0.556
Oregon,OR03,Joanna Harbour,R,False,False,PAC Contributions*,5362,0.30329999999999996
Oregon,OR03,Joanna Harbour,R,False,False,Candidate self-financing,0,0.0
Oregon,OR03,Joanna Harbour,R,False,False,Other,0,0.0
Oregon,OR04,Peter DeFazio,D,True,True,Small Individual Contributions (≤ $200),1108950,0.214
Oregon,OR04,Peter DeFazio,D,True,True,Large Individual Contributions,1938680,0.3741
Oregon,OR04,Peter DeFazio,D,True,True,PAC Contributions*,2224958,0.4293
Oregon,OR04,Peter DeFazio,D,True,True,Candidate self-financing,0,0.0
Oregon,OR04,Peter DeFazio,D,True,True,Other,-89745,-0.0173
Oregon,OR04,Alek Skarlatos,R,False,False,Small Individual Contributions (≤ $200),3633077,0.6661
Oregon,OR04,Alek Skarlatos,R,False,False,Large Individual Contributions,1472542,0.27
Oregon,OR04,Alek Skarlatos,R,False,False,PAC Contributions*,122575,0.0225
Oregon,OR04,Alek Skarlatos,R,False,False,Candidate self-financing,0,0.0
Oregon,OR04,Alek Skarlatos,R,False,False,Other,226427,0.0415
Oregon,OR05,Kurt Schrader,D,True,True,Small Individual Contributions (≤ $200),38798,0.0192
Oregon,OR05,Kurt Schrader,D,True,True,Large Individual Contributions,394968,0.1957
Oregon,OR05,Kurt Schrader,D,True,True,PAC Contributions*,1504607,0.7453
Oregon,OR05,Kurt Schrader,D,True,True,Candidate self-financing,0,0.0
Oregon,OR05,Kurt Schrader,D,True,True,Other,80319,0.0398
Oregon,OR05,Amy Ryan Courser,R,False,False,Small Individual Contributions (≤ $200),132614,0.5725
Oregon,OR05,Amy Ryan Courser,R,False,False,Large Individual Contributions,92811,0.4007
Oregon,OR05,Amy Ryan Courser,R,False,False,PAC Contributions*,6700,0.028900000000000002
Oregon,OR05,Amy Ryan Courser,R,False,False,Candidate self-financing,0,0.0
Oregon,OR05,Amy Ryan Courser,R,False,False,Other,-501,-0.0022
Pennsylvania,PA01,Brian Fitzpatrick,R,True,True,Small Individual Contributions (≤ $200),295248,0.0702
Pennsylvania,PA01,Brian Fitzpatrick,R,True,True,Large Individual Contributions,1575847,0.3749
Pennsylvania,PA01,Brian Fitzpatrick,R,True,True,PAC Contributions*,1807532,0.43
Pennsylvania,PA01,Brian Fitzpatrick,R,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA01,Brian Fitzpatrick,R,True,True,Other,525198,0.1249
Pennsylvania,PA01,Christina Finello,D,False,False,Small Individual Contributions (≤ $200),640196,0.27399999999999997
Pennsylvania,PA01,Christina Finello,D,False,False,Large Individual Contributions,1441019,0.6167
Pennsylvania,PA01,Christina Finello,D,False,False,PAC Contributions*,247143,0.1058
Pennsylvania,PA01,Christina Finello,D,False,False,Candidate self-financing,4220,0.0018
Pennsylvania,PA01,Christina Finello,D,False,False,Other,4236,0.0018
Pennsylvania,PA02,Brendan Boyle,D,True,True,Small Individual Contributions (≤ $200),23796,0.015300000000000001
Pennsylvania,PA02,Brendan Boyle,D,True,True,Large Individual Contributions,381701,0.2452
Pennsylvania,PA02,Brendan Boyle,D,True,True,PAC Contributions*,1123520,0.7218000000000001
Pennsylvania,PA02,Brendan Boyle,D,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA02,Brendan Boyle,D,True,True,Other,27634,0.0178
Pennsylvania,PA03,Dwight Evans,D,True,True,Small Individual Contributions (≤ $200),50584,0.0537
Pennsylvania,PA03,Dwight Evans,D,True,True,Large Individual Contributions,225667,0.2395
Pennsylvania,PA03,Dwight Evans,D,True,True,PAC Contributions*,663356,0.7039
Pennsylvania,PA03,Dwight Evans,D,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA03,Dwight Evans,D,True,True,Other,2779,0.0029
Pennsylvania,PA04,Madeleine Dean,D,True,True,Small Individual Contributions (≤ $200),152051,0.1059
Pennsylvania,PA04,Madeleine Dean,D,True,True,Large Individual Contributions,635116,0.44229999999999997
Pennsylvania,PA04,Madeleine Dean,D,True,True,PAC Contributions*,782492,0.5449
Pennsylvania,PA04,Madeleine Dean,D,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA04,Madeleine Dean,D,True,True,Other,-133663,-0.0931
Pennsylvania,PA04,Kathy Barnette,R,False,False,Small Individual Contributions (≤ $200),367224,0.3671
Pennsylvania,PA04,Kathy Barnette,R,False,False,Large Individual Contributions,561987,0.5618
Pennsylvania,PA04,Kathy Barnette,R,False,False,PAC Contributions*,39005,0.039
Pennsylvania,PA04,Kathy Barnette,R,False,False,Candidate self-financing,2370,0.0024
Pennsylvania,PA04,Kathy Barnette,R,False,False,Other,29802,0.0298
Pennsylvania,PA04,Joe Tarshish,I,False,False,Small Individual Contributions (≤ $200),34,0.0014000000000000002
Pennsylvania,PA04,Joe Tarshish,I,False,False,Large Individual Contributions,0,0.0
Pennsylvania,PA04,Joe Tarshish,I,False,False,PAC Contributions*,0,0.0
Pennsylvania,PA04,Joe Tarshish,I,False,False,Candidate self-financing,24004,0.9986
Pennsylvania,PA04,Joe Tarshish,I,False,False,Other,0,0.0
Pennsylvania,PA05,Mary Gay Scanlon,D,True,True,Small Individual Contributions (≤ $200),259110,0.17809999999999998
Pennsylvania,PA05,Mary Gay Scanlon,D,True,True,Large Individual Contributions,818103,0.5623
Pennsylvania,PA05,Mary Gay Scanlon,D,True,True,PAC Contributions*,379001,0.2605
Pennsylvania,PA05,Mary Gay Scanlon,D,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA05,Mary Gay Scanlon,D,True,True,Other,-1172,-0.0008
Pennsylvania,PA05,Dasha Pruett,R,False,False,Small Individual Contributions (≤ $200),23219,0.2208
Pennsylvania,PA05,Dasha Pruett,R,False,False,Large Individual Contributions,67877,0.6456000000000001
Pennsylvania,PA05,Dasha Pruett,R,False,False,PAC Contributions*,5250,0.0499
Pennsylvania,PA05,Dasha Pruett,R,False,False,Candidate self-financing,800,0.0076
Pennsylvania,PA05,Dasha Pruett,R,False,False,Other,8000,0.0761
Pennsylvania,PA06,Chrissy Houlahan,D,True,True,Small Individual Contributions (≤ $200),321606,0.09230000000000001
Pennsylvania,PA06,Chrissy Houlahan,D,True,True,Large Individual Contributions,1788366,0.5132
Pennsylvania,PA06,Chrissy Houlahan,D,True,True,PAC Contributions*,1020063,0.2927
Pennsylvania,PA06,Chrissy Houlahan,D,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA06,Chrissy Houlahan,D,True,True,Other,354449,0.1017
Pennsylvania,PA06,John Emmons,R,False,False,Small Individual Contributions (≤ $200),95689,0.1572
Pennsylvania,PA06,John Emmons,R,False,False,Large Individual Contributions,286345,0.4703
Pennsylvania,PA06,John Emmons,R,False,False,PAC Contributions*,21500,0.0353
Pennsylvania,PA06,John Emmons,R,False,False,Candidate self-financing,205325,0.3372
Pennsylvania,PA06,John Emmons,R,False,False,Other,0,0.0
Pennsylvania,PA06,John McHugh,I,False,False,Small Individual Contributions (≤ $200),526,0.08529999999999999
Pennsylvania,PA06,John McHugh,I,False,False,Large Individual Contributions,5639,0.9147
Pennsylvania,PA06,John McHugh,I,False,False,PAC Contributions*,0,0.0
Pennsylvania,PA06,John McHugh,I,False,False,Candidate self-financing,0,0.0
Pennsylvania,PA06,John McHugh,I,False,False,Other,0,0.0
Pennsylvania,PA07,Susan Wild,D,True,True,Small Individual Contributions (≤ $200),594047,0.1297
Pennsylvania,PA07,Susan Wild,D,True,True,Large Individual Contributions,2823327,0.6163000000000001
Pennsylvania,PA07,Susan Wild,D,True,True,PAC Contributions*,1027682,0.2243
Pennsylvania,PA07,Susan Wild,D,True,True,Candidate self-financing,25,0.0
Pennsylvania,PA07,Susan Wild,D,True,True,Other,135975,0.0297
Pennsylvania,PA08,Matt Cartwright,D,True,True,Small Individual Contributions (≤ $200),250983,0.0646
Pennsylvania,PA08,Matt Cartwright,D,True,True,Large Individual Contributions,2168171,0.5581
Pennsylvania,PA08,Matt Cartwright,D,True,True,PAC Contributions*,1173513,0.30210000000000004
Pennsylvania,PA08,Matt Cartwright,D,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA08,Matt Cartwright,D,True,True,Other,292470,0.0753
Pennsylvania,PA08,Jim Bognet,R,False,False,Small Individual Contributions (≤ $200),168739,0.111
Pennsylvania,PA08,Jim Bognet,R,False,False,Large Individual Contributions,995569,0.6552
Pennsylvania,PA08,Jim Bognet,R,False,False,PAC Contributions*,189284,0.1246
Pennsylvania,PA08,Jim Bognet,R,False,False,Candidate self-financing,10002,0.0066
Pennsylvania,PA08,Jim Bognet,R,False,False,Other,155933,0.1026
Pennsylvania,PA09,Dan Meuser,R,True,True,Small Individual Contributions (≤ $200),12113,0.0113
Pennsylvania,PA09,Dan Meuser,R,True,True,Large Individual Contributions,496070,0.4628
Pennsylvania,PA09,Dan Meuser,R,True,True,PAC Contributions*,500104,0.46649999999999997
Pennsylvania,PA09,Dan Meuser,R,True,True,Candidate self-financing,10000,0.009300000000000001
Pennsylvania,PA09,Dan Meuser,R,True,True,Other,53675,0.0501
Pennsylvania,PA09,Gary Wegman,D,False,False,Small Individual Contributions (≤ $200),32356,0.1714
Pennsylvania,PA09,Gary Wegman,D,False,False,Large Individual Contributions,55814,0.2956
Pennsylvania,PA09,Gary Wegman,D,False,False,PAC Contributions*,5950,0.0315
Pennsylvania,PA09,Gary Wegman,D,False,False,Candidate self-financing,115833,0.6136
Pennsylvania,PA09,Gary Wegman,D,False,False,Other,-21165,-0.1121
Pennsylvania,PA10,Scott Perry,R,True,False,Small Individual Contributions (≤ $200),1329513,0.336
Pennsylvania,PA10,Scott Perry,R,True,False,Large Individual Contributions,1940568,0.4905
Pennsylvania,PA10,Scott Perry,R,True,False,PAC Contributions*,723680,0.18289999999999998
Pennsylvania,PA10,Scott Perry,R,True,False,Candidate self-financing,0,0.0
Pennsylvania,PA10,Scott Perry,R,True,False,Other,-37281,-0.009399999999999999
Pennsylvania,PA10,Eugene DePasquale,D,False,False,Small Individual Contributions (≤ $200),775748,0.1711
Pennsylvania,PA10,Eugene DePasquale,D,False,False,Large Individual Contributions,2912118,0.6422
Pennsylvania,PA10,Eugene DePasquale,D,False,False,PAC Contributions*,690432,0.1523
Pennsylvania,PA10,Eugene DePasquale,D,False,False,Candidate self-financing,775,0.0002
Pennsylvania,PA10,Eugene DePasquale,D,False,False,Other,155508,0.034300000000000004
Pennsylvania,PA11,Lloyd Smucker,R,True,True,Small Individual Contributions (≤ $200),17562,0.013000000000000001
Pennsylvania,PA11,Lloyd Smucker,R,True,True,Large Individual Contributions,408858,0.303
Pennsylvania,PA11,Lloyd Smucker,R,True,True,PAC Contributions*,757550,0.5614
Pennsylvania,PA11,Lloyd Smucker,R,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA11,Lloyd Smucker,R,True,True,Other,165349,0.1225
Pennsylvania,PA11,Sarah Hammond,D,False,False,Small Individual Contributions (≤ $200),16631,0.5788
Pennsylvania,PA11,Sarah Hammond,D,False,False,Large Individual Contributions,9054,0.3151
Pennsylvania,PA11,Sarah Hammond,D,False,False,PAC Contributions*,674,0.023399999999999997
Pennsylvania,PA11,Sarah Hammond,D,False,False,Candidate self-financing,424,0.0148
Pennsylvania,PA11,Sarah Hammond,D,False,False,Other,1950,0.0679
Pennsylvania,PA12,Fred Keller,R,True,True,Small Individual Contributions (≤ $200),300701,0.195
Pennsylvania,PA12,Fred Keller,R,True,True,Large Individual Contributions,758665,0.49200000000000005
Pennsylvania,PA12,Fred Keller,R,True,True,PAC Contributions*,445713,0.2891
Pennsylvania,PA12,Fred Keller,R,True,True,Candidate self-financing,2900,0.0019
Pennsylvania,PA12,Fred Keller,R,True,True,Other,33959,0.022000000000000002
Pennsylvania,PA12,Lee Griffin,D,False,False,Small Individual Contributions (≤ $200),17403,0.3796
Pennsylvania,PA12,Lee Griffin,D,False,False,Large Individual Contributions,19658,0.4288
Pennsylvania,PA12,Lee Griffin,D,False,False,PAC Contributions*,3820,0.0833
Pennsylvania,PA12,Lee Griffin,D,False,False,Candidate self-financing,39,0.0008
Pennsylvania,PA12,Lee Griffin,D,False,False,Other,4930,0.1075
Pennsylvania,PA12,Liz Terwilliger,L,False,False,Small Individual Contributions (≤ $200),1983,0.3193
Pennsylvania,PA12,Liz Terwilliger,L,False,False,Large Individual Contributions,1668,0.2685
Pennsylvania,PA12,Liz Terwilliger,L,False,False,PAC Contributions*,0,0.0
Pennsylvania,PA12,Liz Terwilliger,L,False,False,Candidate self-financing,2560,0.4121
Pennsylvania,PA12,Liz Terwilliger,L,False,False,Other,0,0.0
Pennsylvania,PA13,John Joyce,R,True,True,Small Individual Contributions (≤ $200),15392,0.0137
Pennsylvania,PA13,John Joyce,R,True,True,Large Individual Contributions,315250,0.2815
Pennsylvania,PA13,John Joyce,R,True,True,PAC Contributions*,657350,0.5870000000000001
Pennsylvania,PA13,John Joyce,R,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA13,John Joyce,R,True,True,Other,131777,0.1177
Pennsylvania,PA13,Todd Rowley,D,False,False,Small Individual Contributions (≤ $200),22288,0.3693
Pennsylvania,PA13,Todd Rowley,D,False,False,Large Individual Contributions,35430,0.5871
Pennsylvania,PA13,Todd Rowley,D,False,False,PAC Contributions*,1,0.0
Pennsylvania,PA13,Todd Rowley,D,False,False,Candidate self-financing,2629,0.0436
Pennsylvania,PA13,Todd Rowley,D,False,False,Other,0,0.0
Pennsylvania,PA14,Guy Reschenthaler,R,True,True,Small Individual Contributions (≤ $200),744185,0.3307
Pennsylvania,PA14,Guy Reschenthaler,R,True,True,Large Individual Contributions,736194,0.3272
Pennsylvania,PA14,Guy Reschenthaler,R,True,True,PAC Contributions*,773715,0.34380000000000005
Pennsylvania,PA14,Guy Reschenthaler,R,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA14,Guy Reschenthaler,R,True,True,Other,-3812,-0.0017000000000000001
Pennsylvania,PA14,Bill Marx,D,False,False,Small Individual Contributions (≤ $200),26801,0.4437
Pennsylvania,PA14,Bill Marx,D,False,False,Large Individual Contributions,25852,0.428
Pennsylvania,PA14,Bill Marx,D,False,False,PAC Contributions*,5000,0.0828
Pennsylvania,PA14,Bill Marx,D,False,False,Candidate self-financing,0,0.0
Pennsylvania,PA14,Bill Marx,D,False,False,Other,2750,0.0455
Pennsylvania,PA15,Glenn Thompson,R,True,True,Small Individual Contributions (≤ $200),80234,0.0472
Pennsylvania,PA15,Glenn Thompson,R,True,True,Large Individual Contributions,737948,0.4341
Pennsylvania,PA15,Glenn Thompson,R,True,True,PAC Contributions*,806081,0.47409999999999997
Pennsylvania,PA15,Glenn Thompson,R,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA15,Glenn Thompson,R,True,True,Other,75798,0.0446
Pennsylvania,PA16,Mike Kelly,R,True,True,Small Individual Contributions (≤ $200),31840,0.014199999999999999
Pennsylvania,PA16,Mike Kelly,R,True,True,Large Individual Contributions,605065,0.2702
Pennsylvania,PA16,Mike Kelly,R,True,True,PAC Contributions*,1472701,0.6576000000000001
Pennsylvania,PA16,Mike Kelly,R,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA16,Mike Kelly,R,True,True,Other,129881,0.057999999999999996
Pennsylvania,PA16,Kristy Gnibus,D,False,False,Small Individual Contributions (≤ $200),207948,0.35600000000000004
Pennsylvania,PA16,Kristy Gnibus,D,False,False,Large Individual Contributions,300247,0.5139
Pennsylvania,PA16,Kristy Gnibus,D,False,False,PAC Contributions*,78775,0.1348
Pennsylvania,PA16,Kristy Gnibus,D,False,False,Candidate self-financing,2482,0.0042
Pennsylvania,PA16,Kristy Gnibus,D,False,False,Other,-5247,-0.009000000000000001
Pennsylvania,PA17,Conor Lamb,D,True,True,Small Individual Contributions (≤ $200),692356,0.1704
Pennsylvania,PA17,Conor Lamb,D,True,True,Large Individual Contributions,2652103,0.6527
Pennsylvania,PA17,Conor Lamb,D,True,True,PAC Contributions*,697177,0.1716
Pennsylvania,PA17,Conor Lamb,D,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA17,Conor Lamb,D,True,True,Other,21477,0.0053
Pennsylvania,PA17,Sean Parnell,R,False,False,Small Individual Contributions (≤ $200),1204225,0.306
Pennsylvania,PA17,Sean Parnell,R,False,False,Large Individual Contributions,1963431,0.4989
Pennsylvania,PA17,Sean Parnell,R,False,False,PAC Contributions*,306128,0.07780000000000001
Pennsylvania,PA17,Sean Parnell,R,False,False,Candidate self-financing,11200,0.0028000000000000004
Pennsylvania,PA17,Sean Parnell,R,False,False,Other,450791,0.11449999999999999
Pennsylvania,PA18,Mike Doyle,D,True,True,Small Individual Contributions (≤ $200),6771,0.0067
Pennsylvania,PA18,Mike Doyle,D,True,True,Large Individual Contributions,232884,0.2309
Pennsylvania,PA18,Mike Doyle,D,True,True,PAC Contributions*,759750,0.7532
Pennsylvania,PA18,Mike Doyle,D,True,True,Candidate self-financing,0,0.0
Pennsylvania,PA18,Mike Doyle,D,True,True,Other,9306,0.0092
Pennsylvania,PA18,Luke Negron,R,False,False,Small Individual Contributions (≤ $200),21227,0.3678
Pennsylvania,PA18,Luke Negron,R,False,False,Large Individual Contributions,31553,0.5467
Pennsylvania,PA18,Luke Negron,R,False,False,PAC Contributions*,8600,0.149
Pennsylvania,PA18,Luke Negron,R,False,False,Candidate self-financing,456,0.0079
Pennsylvania,PA18,Luke Negron,R,False,False,Other,-4123,-0.07139999999999999
Rhode Island,RI01,David Cicilline,D,True,True,Small Individual Contributions (≤ $200),111105,0.0705
Rhode Island,RI01,David Cicilline,D,True,True,Large Individual Contributions,974175,0.6186
Rhode Island,RI01,David Cicilline,D,True,True,PAC Contributions*,379720,0.24109999999999998
Rhode Island,RI01,David Cicilline,D,True,True,Candidate self-financing,0,0.0
Rhode Island,RI01,David Cicilline,D,True,True,Other,109853,0.0698
Rhode Island,RI02,Jim Langevin,D,True,True,Small Individual Contributions (≤ $200),37161,0.0337
Rhode Island,RI02,Jim Langevin,D,True,True,Large Individual Contributions,510761,0.46340000000000003
Rhode Island,RI02,Jim Langevin,D,True,True,PAC Contributions*,522834,0.4743
Rhode Island,RI02,Jim Langevin,D,True,True,Candidate self-financing,500,0.0005
Rhode Island,RI02,Jim Langevin,D,True,True,Other,31056,0.0282
Rhode Island,RI02,Bob Lancia,R,False,False,Small Individual Contributions (≤ $200),16832,0.303
Rhode Island,RI02,Bob Lancia,R,False,False,Large Individual Contributions,12501,0.225
Rhode Island,RI02,Bob Lancia,R,False,False,PAC Contributions*,0,0.0
Rhode Island,RI02,Bob Lancia,R,False,False,Candidate self-financing,27417,0.4936
Rhode Island,RI02,Bob Lancia,R,False,False,Other,-1200,-0.0216
South Carolina,SC01,Joe Cunningham,D,True,False,Small Individual Contributions (≤ $200),909904,0.1311
South Carolina,SC01,Joe Cunningham,D,True,False,Large Individual Contributions,5372466,0.7739
South Carolina,SC01,Joe Cunningham,D,True,False,PAC Contributions*,196993,0.028399999999999998
South Carolina,SC01,Joe Cunningham,D,True,False,Candidate self-financing,0,0.0
South Carolina,SC01,Joe Cunningham,D,True,False,Other,462383,0.0666
South Carolina,SC01,Nancy Mace,R,False,True,Small Individual Contributions (≤ $200),1999716,0.3468
South Carolina,SC01,Nancy Mace,R,False,True,Large Individual Contributions,3321939,0.5761
South Carolina,SC01,Nancy Mace,R,False,True,PAC Contributions*,322626,0.0559
South Carolina,SC01,Nancy Mace,R,False,True,Candidate self-financing,100,0.0
South Carolina,SC01,Nancy Mace,R,False,True,Other,122344,0.0212
South Carolina,SC02,Joe Wilson,R,True,True,Small Individual Contributions (≤ $200),162833,0.09880000000000001
South Carolina,SC02,Joe Wilson,R,True,True,Large Individual Contributions,806524,0.4894
South Carolina,SC02,Joe Wilson,R,True,True,PAC Contributions*,683300,0.4146
South Carolina,SC02,Joe Wilson,R,True,True,Candidate self-financing,0,0.0
South Carolina,SC02,Joe Wilson,R,True,True,Other,-4593,-0.0028000000000000004
South Carolina,SC02,Adair Boroughs,D,False,False,Small Individual Contributions (≤ $200),860875,0.3429
South Carolina,SC02,Adair Boroughs,D,False,False,Large Individual Contributions,1601786,0.638
South Carolina,SC02,Adair Boroughs,D,False,False,PAC Contributions*,73974,0.029500000000000002
South Carolina,SC02,Adair Boroughs,D,False,False,Candidate self-financing,0,0.0
South Carolina,SC02,Adair Boroughs,D,False,False,Other,-26109,-0.0104
South Carolina,SC03,Jeff Duncan,R,True,True,Small Individual Contributions (≤ $200),459054,0.3041
South Carolina,SC03,Jeff Duncan,R,True,True,Large Individual Contributions,381634,0.2528
South Carolina,SC03,Jeff Duncan,R,True,True,PAC Contributions*,645145,0.42729999999999996
South Carolina,SC03,Jeff Duncan,R,True,True,Candidate self-financing,0,0.0
South Carolina,SC03,Jeff Duncan,R,True,True,Other,23814,0.0158
South Carolina,SC03,Hosea Cleveland,D,False,False,Small Individual Contributions (≤ $200),0,0.0
South Carolina,SC03,Hosea Cleveland,D,False,False,Large Individual Contributions,26573,0.6149
South Carolina,SC03,Hosea Cleveland,D,False,False,PAC Contributions*,0,0.0
South Carolina,SC03,Hosea Cleveland,D,False,False,Candidate self-financing,15642,0.36200000000000004
South Carolina,SC03,Hosea Cleveland,D,False,False,Other,1000,0.0231
South Carolina,SC04,William Timmons,R,True,True,Small Individual Contributions (≤ $200),14367,0.0147
South Carolina,SC04,William Timmons,R,True,True,Large Individual Contributions,276400,0.2827
South Carolina,SC04,William Timmons,R,True,True,PAC Contributions*,750550,0.7676000000000001
South Carolina,SC04,William Timmons,R,True,True,Candidate self-financing,0,0.0
South Carolina,SC04,William Timmons,R,True,True,Other,-63533,-0.065
South Carolina,SC04,Kim Nelson,D,False,False,Small Individual Contributions (≤ $200),63523,0.3785
South Carolina,SC04,Kim Nelson,D,False,False,Large Individual Contributions,99977,0.5957
South Carolina,SC04,Kim Nelson,D,False,False,PAC Contributions*,4250,0.0253
South Carolina,SC04,Kim Nelson,D,False,False,Candidate self-financing,100,0.0006
South Carolina,SC04,Kim Nelson,D,False,False,Other,-25,-0.0001
South Carolina,SC05,Ralph Norman,R,True,True,Small Individual Contributions (≤ $200),129482,0.1306
South Carolina,SC05,Ralph Norman,R,True,True,Large Individual Contributions,559420,0.5644
South Carolina,SC05,Ralph Norman,R,True,True,PAC Contributions*,329400,0.3323
South Carolina,SC05,Ralph Norman,R,True,True,Candidate self-financing,0,0.0
South Carolina,SC05,Ralph Norman,R,True,True,Other,-27057,-0.0273
South Carolina,SC05,Moe Brown,D,False,False,Small Individual Contributions (≤ $200),112932,0.235
South Carolina,SC05,Moe Brown,D,False,False,Large Individual Contributions,344056,0.7158
South Carolina,SC05,Moe Brown,D,False,False,PAC Contributions*,25000,0.052000000000000005
South Carolina,SC05,Moe Brown,D,False,False,Candidate self-financing,0,0.0
South Carolina,SC05,Moe Brown,D,False,False,Other,-1340,-0.0028000000000000004
South Carolina,SC06,James E Clyburn,D,True,True,Small Individual Contributions (≤ $200),160190,0.047
South Carolina,SC06,James E Clyburn,D,True,True,Large Individual Contributions,1041355,0.3057
South Carolina,SC06,James E Clyburn,D,True,True,PAC Contributions*,2223932,0.6528
South Carolina,SC06,James E Clyburn,D,True,True,Candidate self-financing,0,0.0
South Carolina,SC06,James E Clyburn,D,True,True,Other,-18533,-0.0054
South Carolina,SC07,Tom Rice,R,True,True,Small Individual Contributions (≤ $200),9124,0.006500000000000001
South Carolina,SC07,Tom Rice,R,True,True,Large Individual Contributions,533069,0.37920000000000004
South Carolina,SC07,Tom Rice,R,True,True,PAC Contributions*,856150,0.609
South Carolina,SC07,Tom Rice,R,True,True,Candidate self-financing,0,0.0
South Carolina,SC07,Tom Rice,R,True,True,Other,7395,0.0053
South Carolina,SC07,Melissa Watson,D,False,False,Small Individual Contributions (≤ $200),65159,0.4414
South Carolina,SC07,Melissa Watson,D,False,False,Large Individual Contributions,67661,0.4583
South Carolina,SC07,Melissa Watson,D,False,False,PAC Contributions*,14503,0.09820000000000001
South Carolina,SC07,Melissa Watson,D,False,False,Candidate self-financing,100,0.0007000000000000001
South Carolina,SC07,Melissa Watson,D,False,False,Other,200,0.0014000000000000002
South Carolina,SC07,Larry Guy Hammond,L,False,False,Small Individual Contributions (≤ $200),0,0.0
South Carolina,SC07,Larry Guy Hammond,L,False,False,Large Individual Contributions,0,0.0
South Carolina,SC07,Larry Guy Hammond,L,False,False,PAC Contributions*,0,0.0
South Carolina,SC07,Larry Guy Hammond,L,False,False,Candidate self-financing,199,1.0
South Carolina,SC07,Larry Guy Hammond,L,False,False,Other,0,0.0
South Dakota,SD01,Dusty Johnson,R,True,True,Small Individual Contributions (≤ $200),88019,0.052000000000000005
South Dakota,SD01,Dusty Johnson,R,True,True,Large Individual Contributions,1008873,0.5957
South Dakota,SD01,Dusty Johnson,R,True,True,PAC Contributions*,486540,0.2873
South Dakota,SD01,Dusty Johnson,R,True,True,Candidate self-financing,0,0.0
South Dakota,SD01,Dusty Johnson,R,True,True,Other,110072,0.065
Tennessee,TN01,Diana Harshbarger,R,False,True,Small Individual Contributions (≤ $200),44239,0.0208
Tennessee,TN01,Diana Harshbarger,R,False,True,Large Individual Contributions,315489,0.1483
Tennessee,TN01,Diana Harshbarger,R,False,True,PAC Contributions*,222800,0.1048
Tennessee,TN01,Diana Harshbarger,R,False,True,Candidate self-financing,1461293,0.687
Tennessee,TN01,Diana Harshbarger,R,False,True,Other,83124,0.0391
Tennessee,TN01,Blair Nicole Walsingham,D,False,False,Small Individual Contributions (≤ $200),68604,0.4893
Tennessee,TN01,Blair Nicole Walsingham,D,False,False,Large Individual Contributions,70085,0.4999
Tennessee,TN01,Blair Nicole Walsingham,D,False,False,PAC Contributions*,1520,0.0108
Tennessee,TN01,Blair Nicole Walsingham,D,False,False,Candidate self-financing,0,0.0
Tennessee,TN01,Blair Nicole Walsingham,D,False,False,Other,0,0.0
Tennessee,TN02,Tim Burchett,R,True,True,Small Individual Contributions (≤ $200),343014,0.25670000000000004
Tennessee,TN02,Tim Burchett,R,True,True,Large Individual Contributions,729831,0.5462
Tennessee,TN02,Tim Burchett,R,True,True,PAC Contributions*,269535,0.20170000000000002
Tennessee,TN02,Tim Burchett,R,True,True,Candidate self-financing,0,0.0
Tennessee,TN02,Tim Burchett,R,True,True,Other,-6105,-0.0046
Tennessee,TN02,Renee Hoyos,D,False,False,Small Individual Contributions (≤ $200),0,0.0
Tennessee,TN02,Renee Hoyos,D,False,False,Large Individual Contributions,807459,0.9934000000000001
Tennessee,TN02,Renee Hoyos,D,False,False,PAC Contributions*,3100,0.0038
Tennessee,TN02,Renee Hoyos,D,False,False,Candidate self-financing,0,0.0
Tennessee,TN02,Renee Hoyos,D,False,False,Other,2225,0.0027
Tennessee,TN03,Chuck Fleischmann,R,True,True,Small Individual Contributions (≤ $200),4285,0.0040999999999999995
Tennessee,TN03,Chuck Fleischmann,R,True,True,Large Individual Contributions,599060,0.5696
